OBJECTID,DESCRIPTION,NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
3996,An establishment where a range of fuel products can be purchased by motorists,Coles Express Bexley,Shell,306-312 Forest Road,Bexley,New South Wales,-33.946175,151.128217
3997,An establishment where a range of fuel products can be purchased by motorists,Coles Express Pagewood,Shell,293-299 Bunnerong Road,Maroubra,New South Wales,-33.940719,151.228507
3998,An establishment where a range of fuel products can be purchased by motorists,Coles Express Kingsgrove,Shell,137-139 Kingsgrove Road,Kingsgrove,New South Wales,-33.932805,151.09894
3999,An establishment where a range of fuel products can be purchased by motorists,Coles Express Liverpool,Shell,338-340 Hume Highway,Liverpool,New South Wales,-33.931559,150.917733
4000,An establishment where a range of fuel products can be purchased by motorists,Coles Express Kingsford,Shell,52-58 Gardeners Road,Kingsford,New South Wales,-33.924998,151.225761
4001,An establishment where a range of fuel products can be purchased by motorists,Coles Express Mascot,Shell,750 Botany Road,Mascot,New South Wales,-33.923473,151.195639
4002,An establishment where a range of fuel products can be purchased by motorists,Coles Express Randwick Frenchmans,Shell,43-47 Frenchmans Road,Randwick,New South Wales,-33.90822,151.247167
4003,An establishment where a range of fuel products can be purchased by motorists,Coles Express Randwick Alison Road,Shell,54-76 Alison Road,Randwick,New South Wales,-33.907957,151.234083
4004,An establishment where a range of fuel products can be purchased by motorists,Coles Express Waterloo,Shell,869-873 South Dowling Street,Waterloo,New South Wales,-33.901762,151.214359
4005,An establishment where a range of fuel products can be purchased by motorists,Coles Express Green Valley,Shell,323 Cowpasture Road,Green Valley,New South Wales,-33.899638,150.856278
4006,An establishment where a range of fuel products can be purchased by motorists,Coles Express Bass Hill,Shell,864 Hume Highway,Bass Hill,New South Wales,-33.899574,150.997488
4007,An establishment where a range of fuel products can be purchased by motorists,Coles Express Yagoona,Shell,112 Rookwood Road,Yagoona,New South Wales,-33.898521,151.03704
4008,An establishment where a range of fuel products can be purchased by motorists,Coles Express Bondi Junction,Shell,120 Birrell Street,Bondi Junction,New South Wales,-33.895584,151.248557
4009,An establishment where a range of fuel products can be purchased by motorists,Coles Express Roberts Road East,Shell,9 Roberts Road,Greenacre,New South Wales,-33.894455,151.066727
4010,An establishment where a range of fuel products can be purchased by motorists,Coles Express Cabramatta West,Shell,218 John Street,Cabramatta West,New South Wales,-33.893469,150.921928
4011,An establishment where a range of fuel products can be purchased by motorists,Coles Express Lansvale,Shell,65 Liverpool Road,Canley Vale,New South Wales,-33.892952,150.960605
4012,An establishment where a range of fuel products can be purchased by motorists,Coles Express Roberts Road West,Shell,78 Roberts Road,Greenacre,New South Wales,-33.892516,151.066322
4013,An establishment where a range of fuel products can be purchased by motorists,Coles Express Stanmore,Shell,268-310 Parramatta Road,Stanmore,New South Wales,-33.888479,151.164367
4014,An establishment where a range of fuel products can be purchased by motorists,Coles Express Enfield,Shell,2-4 Braidwood Street,Strathfield South,New South Wales,-33.886813,151.071008
4015,An establishment where a range of fuel products can be purchased by motorists,C & M Cambareri Pty Ltd,Shell,2130 The Northern Road,Luddenham,New South Wales,-33.883594,150.693535
4016,An establishment where a range of fuel products can be purchased by motorists,Coles Express Darlinghurst,Shell,47 Flinders Street,Surry Hills,New South Wales,-33.882294,151.217035
4017,An establishment where a range of fuel products can be purchased by motorists,Coles Express Ultimo,Shell,387-429 Wattle Street,Ultimo,New South Wales,-33.881387,151.196677
4018,An establishment where a range of fuel products can be purchased by motorists,Coles Express Annandale,Shell,124 Johnston Street,Annandale,New South Wales,-33.880873,151.170476
4019,An establishment where a range of fuel products can be purchased by motorists,Coles Express Strathfield,Shell,1-3 Raw Square,Strathfield,New South Wales,-33.870845,151.092321
4020,An establishment where a range of fuel products can be purchased by motorists,Coles Express Rose Bay,Shell,777 New South Head Road,Rose Bay,New South Wales,-33.870643,151.26877
4021,An establishment where a range of fuel products can be purchased by motorists,Coles Express Five Dock,Shell,211 Parramatta Road,Croydon,New South Wales,-33.869988,151.114629
4022,An establishment where a range of fuel products can be purchased by motorists,Coles Express Woolloomooloo,Shell,61 Cowper Wharf Road,Woolloomooloo,New South Wales,-33.86959,151.221198
4023,An establishment where a range of fuel products can be purchased by motorists,Coles Express Fairfield,Shell,436 The Horsley Drive,Fairfield,New South Wales,-33.863772,150.953739
4024,An establishment where a range of fuel products can be purchased by motorists,Coles Express Wetherill Park Polding,Shell,561-583 Polding Street,Prairiewood,New South Wales,-33.856936,150.899152
4025,An establishment where a range of fuel products can be purchased by motorists,Coles Express Drummoyne South,Shell,35-51 Victoria Road,Drummoyne,New South Wales,-33.85607,151.158888
4026,An establishment where a range of fuel products can be purchased by motorists,Coles Express Drummoyne North,Shell,36-46 Victoria Road,Drummoyne,New South Wales,-33.855705,151.159422
4027,An establishment where a range of fuel products can be purchased by motorists,Coles Express Lidcombe,Shell,18 Parramatta Road,Lidcombe,New South Wales,-33.854074,151.05923
4028,An establishment where a range of fuel products can be purchased by motorists,Coles Express Wetherill Park Elizabeth,Shell,413 Victoria Street,Wetherill Park,New South Wales,-33.845876,150.899452
4029,An establishment where a range of fuel products can be purchased by motorists,Coles Express Merrylands,Shell,Lot A Merrylands Road,Merrylands,New South Wales,-33.834328,150.977565
4030,An establishment where a range of fuel products can be purchased by motorists,Coles Express Hunters Hill,Shell,4 Ryde Road,Hunters Hill,New South Wales,-33.831772,151.141665
4031,An establishment where a range of fuel products can be purchased by motorists,Coles Express Cremorne,Shell,225-227 Military Road,Cremorne,New South Wales,-33.830654,151.226217
4032,An establishment where a range of fuel products can be purchased by motorists,Coles Express Greystanes,Shell,661-663 Merrylands Road,Greystanes,New South Wales,-33.829379,150.952674
4033,An establishment where a range of fuel products can be purchased by motorists,Coles Express Neutral Bay,Shell,200-204 Ben Boyd Road,Neutral Bay,New South Wales,-33.829159,151.219433
4034,An establishment where a range of fuel products can be purchased by motorists,Coles Express Cammeray,Shell,475-483 Miller Street,Cammeray,New South Wales,-33.821393,151.210864
4035,An establishment where a range of fuel products can be purchased by motorists,Dahtone Petroleum,Shell,127 Alfred Street,Parramatta,New South Wales,-33.817899,151.017533
4036,An establishment where a range of fuel products can be purchased by motorists,Coles Express Burns Bay Lane Cove,Shell,254 Burns Bay Road,Lane Cove,New South Wales,-33.817191,151.151874
4037,An establishment where a range of fuel products can be purchased by motorists,Coles Express Lane Cove,Shell,374-378 Pacific Highway,Lane Cove,New South Wales,-33.814053,151.176773
4038,An establishment where a range of fuel products can be purchased by motorists,Coles Express Parramatta,Shell,88 Victoria Road,North Parramatta,New South Wales,-33.808695,151.01278
4039,An establishment where a range of fuel products can be purchased by motorists,Coles Express West Ryde,Shell,1026 Victoria Road,West Ryde,New South Wales,-33.807394,151.085063
4040,An establishment where a range of fuel products can be purchased by motorists,Coles Express Ryde,Shell,45 Lane Cove Road,Ryde,New South Wales,-33.807222,151.109967
4041,An establishment where a range of fuel products can be purchased by motorists,Coles Express Willoughby,Shell,616-626 Willoughby Road,Willoughby,New South Wales,-33.805936,151.198855
4042,An establishment where a range of fuel products can be purchased by motorists,Coles Express Lane Cove North,Shell,150 Epping Road,Lane Cove West,New South Wales,-33.804987,151.146681
4043,An establishment where a range of fuel products can be purchased by motorists,Coles Express Dundas,Shell,199 Kissing Point Road,Dundas,New South Wales,-33.799578,151.045149
4044,An establishment where a range of fuel products can be purchased by motorists,Coles Express Northmead Briens,Shell,100A Briens Road,Northmead,New South Wales,-33.796259,150.989042
4045,An establishment where a range of fuel products can be purchased by motorists,Coles Express North Ryde Wicks,Shell,96-100 Wicks Road,North Ryde,New South Wales,-33.794117,151.126811
4046,An establishment where a range of fuel products can be purchased by motorists,Coles Express Eastern Creek,Shell,611 Great Western Highway,Eastern Creek,New South Wales,-33.792748,150.870623
4047,An establishment where a range of fuel products can be purchased by motorists,Coles Express Chatswood,Shell,877-897 Pacific Highway,Chatswood,New South Wales,-33.79187,151.180471
4048,An establishment where a range of fuel products can be purchased by motorists,Coles Express St Clair,Shell,247 Banks Drive,St Clair,New South Wales,-33.78825,150.771472
4049,An establishment where a range of fuel products can be purchased by motorists,Coles Express Carlingford West,Shell,288 Pennant Hills Road,Carlingford,New South Wales,-33.785082,151.043526
4050,An establishment where a range of fuel products can be purchased by motorists,Coles Express North Ryde,Shell,275 Lane Cove Road,Macquarie Park,New South Wales,-33.784973,151.129086
4051,An establishment where a range of fuel products can be purchased by motorists,Coles Express Carlingford,Shell,790 Pennant Hills Road,Carlingford,New South Wales,-33.778429,151.051707
4052,An establishment where a range of fuel products can be purchased by motorists,Coles Express Northmead,Shell,197 Windsor Road,Northmead,New South Wales,-33.77742,151.000211
4053,An establishment where a range of fuel products can be purchased by motorists,Coles Express Colyton,Shell,88-90 Great Western Highway,Colyton,New South Wales,-33.775529,150.795314
4054,An establishment where a range of fuel products can be purchased by motorists,Coles Express Marsfield,Shell,Hadenfeld Avenue,Macquarie Park,New South Wales,-33.775208,151.10537
4055,An establishment where a range of fuel products can be purchased by motorists,Coles Express Doonside,Shell,427 Bungarribee Road,Doonside,New South Wales,-33.772938,150.876352
